1	a1t_12	p1t_11
2	a2t_10	p2t_9
3	a3t_8	p3t_7
4	a4t_5	p4t_4
5	a5t_3	p5t_2
6	a6t_1	p6t_0
7	a7t_5	p7t_4
8	a8t_3	p8t_2
9	a9t_1	p9t_0
10	a10_14	p10_13
11	a11_16	p11_15
12	a12_18	p12_17
13	a13_20	p13_19
14	a14_23	p14_22
15	a15_26	p15_25
16	a16_28	p16_27
17	a17_30	p17_29
18	a18_32	p18_31
19	a19_34	p19_33
20	a20_36	p20_35
21	a21_38	p21_37
22	a22_41	p22_40
23	a23_43	p23_42
24	a24_45	p24_44
